id,file,line,label,encoding,source,fr,status,notes
511b14b7729e,scripts/celadon city/outside/little girl.rbc,127,@rivaltalk3,cp1252,"God damn it, if being a gangster\nisn't the coolest thing in the\lworld.\pGo ahead, now, [player], I'll hold\nher down!",,à_traduire,
b51845417b89,scripts/celadon city/outside/little girl.rbc,137,@morewhining,cp1252,"No, please don't!\nYou guys are meanies!",,à_traduire,
61f7ee558e38,scripts/celadon city/outside/little girl.rbc,142,@rivaltalk4,cp1252,"Ronnie: Sweet, man.\nI'll take this one, then.",,à_traduire,
1c865f784b49,scripts/celadon city/outside/little girl.rbc,201,@rivaltalk5,cp1252,"See, that was pretty straight-\nforward, wasn't it?\pAin't no thing, man.\pSo anyway, what do you want to do\nnow?\pI guess we better head on over to\nMt. Moon like that guy Petrel\ltalked about.\pThat Pokémon you snagged can learn\nFly, can't it? Go figure.",,à_traduire,
dc40ced3e834,scripts/celadon city/outside/little girl.rbc,212,@rivaltalk6,cp1252,"Anyway, no rush.\pI'm gonna head back and show off\nmy new quarry to those noobs back\lat HQ.\pFeel free to join me.\nOr whatever.\pCatch ya later, man.",,à_traduire,
e2dbbe05958a,scripts/celadon city/outside/little girl.rbc,240,@aftertalk,cp1252,"WHAAH! MOMMY, HELP ME! IT'S THAT\nSCARY GUY WHO TOOK MY POKÉMON!\pPLEASE, NO, DON'T HURT ME!",,à_traduire,
7d6e45915f08,scripts/celadon city/outside/policeman.rbc,368,@1stTalk,cp1252,"Well, well, well!\pIf it isn't one of you Rockets\nI've heard so much about!\pI am a special officer, sent by\nLance to bring you to justice!\p[.]\pWha--\c\h08ó [.]no, I won't be arresting\nyou; those aren't my orders.\pI am here to ""facilitate your\nrehabilitation""!\pI have a shiny new TM19 Giga Drain\nright here, that can be yours if\lyou keep your criminal record\lclean long enough!",,à_traduire,
756f71ae7550,scripts/celadon city/outside/policeman.rbc,373,@1stTalk2,cp1252,"Now, then[.]\nWhat's your name, scoundrel?\p[.]\c\h08ó\n[player]?\pWell, let me check my registry\nhere for a second[.]",,à_traduire,
38607186251e,scripts/celadon city/outside/policeman.rbc,377,@preItemTalk,cp1252,"My, my, what have we here?\nA Rocket bandit in the flesh!\pI'm to give you this TM19 Giga\nDrain if you keep your record\lclean for long enough, so keep it\lcool!\p[player], is it?\c\h08ó\nWell, let me see here[.]",,à_traduire,
0ef103b946bd,scripts/celadon city/outside/policeman.rbc,381,@postItemTalk,cp1252,"My, my, what have we here?\nA Rocket bandit in the flesh!\p[player], is it?\c\h08ó\nWell, let me see here[.]",,à_traduire,
3372847f14c6,scripts/celadon city/outside/policeman.rbc,392,@vBadTalk,cp1252,"My goodness!\c\h08ó Y-you're one of the\nmost infamous criminals in Kanto!\pThe price on your head is a\nwhooping [$][buffer1],000!\pGrr[.] what could you possibly want\nwith me, you filthy outlaw?!\pIt will take a lot more than a\ncouple of Pokémon trades to atone\lfor your sins, I'll tell you!",,à_traduire,
66a525ce09bd,scripts/celadon city/outside/policeman.rbc,396,@vBadText,cp1252,[blue_fr][.]well?,,à_traduire,
ab408bee3568,scripts/celadon city/outside/policeman.rbc,400,@pBadTalk,cp1252,"Oh, my!\nYou're quite the villain!\pThe bounty on your head stands at\n[$][buffer1],000!\pThat's nothing to joke about, son.\pUnless you plan to spend the rest\nof your days in jail, I suggest\lyou change your ways soon, before\lit's all too late!",,à_traduire,
94af67629d42,scripts/celadon city/outside/policeman.rbc,404,@pBadText,cp1252,[blue_fr]How can I help you t[blue_fr]urn things\n[blue_fr]around?,,à_traduire,
e829966c6237,scripts/celadon city/outside/policeman.rbc,408,@mBadTalk,cp1252,"Hm[.] Well, I've seen worse in my\ndays, but you're on a dangerous\lpath, Rocket!\pThe bounty on your head stands at\n[$][buffer1],000.\pCome back into the light while you\nstill can!",,à_traduire,
901618b8e517,scripts/celadon city/outside/policeman.rbc,412,@mBadText,cp1252,[blue_fr]What can I help you [blue_fr]with?,,à_traduire,
afbe9b3e1968,scripts/celadon city/outside/policeman.rbc,415,@nBadTalk,cp1252,"Well, you're not so bad, are you?\pThe bounty on your head is a mere\n[$][buffer1],000.\pOh, a few slip-ups here and there\nhappen to the best of us, right?\pI'm glad you came to me to set\nthings straight again[.]\c\h08ó right?",,à_traduire,
dd155cf18593,scripts/celadon city/outside/policeman.rbc,420,@nBadText,cp1252,"[blue_fr]What can I do for yo[blue_fr]u, son?",,à_traduire,
bae40528a16c,scripts/celadon city/outside/policeman.rbc,424,@iTalk,cp1252,"Oh, wow! What's this? There's no\nbounty on your head at all!\pThat's what I like to see.\pThe moral road is a narrow one,\nbut you walk it all the same!",,à_traduire,
5b552605acfa,scripts/celadon city/outside/policeman.rbc,427,@itemTalk,cp1252,"I like you, son.\pHere is a token of appreciation\nfrom the government for embracing\lyour new life as a law-abiding\lcitizen!",,à_traduire,
915f74246bf0,scripts/celadon city/outside/policeman.rbc,431,@notYetItem,cp1252,"Keep up this behavior, and this TM\nwill be all yours before long.",,à_traduire,
c9599e0d616e,scripts/celadon city/outside/policeman.rbc,436,@noRoomTalk,cp1252,"Why, but you've no space left for\nit, do you? Make some room!",,à_traduire,
f8ae971a405d,scripts/celadon city/outside/policeman.rbc,439,@itemMsg,cp1252,[player] received TM19 from the\npoliceman!,,à_traduire,
384f5ece7c53,scripts/celadon city/outside/policeman.rbc,444,@putAway,cp1252,[player] put TM19 in the TM Case.,,à_traduire,
eb42dd49bb84,scripts/celadon city/outside/policeman.rbc,450,@itemAlreadyGot,cp1252,"Go seek out the officers in the\nother cities, son.\pIf you keep up your good behavior,\nthey'll reward you as I have!",,à_traduire,
fabe52ca8e2a,scripts/celadon city/outside/policeman.rbc,454,@1pokeMsg,cp1252,But[.] surely you can't turn in\nyour only Pokémon?\pThat would cause all sorts of\nweird question marks and humbug.\pI'm not having it!,,à_traduire,
b11c428a2d67,scripts/celadon city/outside/policeman.rbc,458,@handInTalk,cp1252,"Fair enough!\pYou hand in one of your stolen\nPokémon to me, and we agree to\llower the bounty on your head in\lproportion to the Pokémon's level.",,à_traduire,
e7e6a5b1c1c8,scripts/celadon city/outside/policeman.rbc,461,@handInTalk1.5,cp1252,"The bounty on you is [$][buffer1],000.\nWhich Pokémon will you hand in?",,à_traduire,
e52ec1114cb7,scripts/celadon city/outside/policeman.rbc,466,@handInTalk2,cp1252,"Fine. I'll lower your bounty by\n[$][buffer1],000 for this [buffer2].",,à_traduire,
bc7466a2f07a,scripts/celadon city/outside/policeman.rbc,469,@pkmnDeleted,cp1252,[player] turned [buffer2] in to the\npoliceman.,,à_traduire,
b6d4aad1610b,scripts/celadon city/outside/policeman.rbc,473,@postDeletion,cp1252,"You made the right choice, Rocket.\nCongratulations.\pYour bounty has now been lowered\nto [$][buffer1],000.\pKeep it up and you'll be a free\nman in no time at all!",,à_traduire,
d072d96e81cb,scripts/celadon city/outside/policeman.rbc,477,@noMoreBounty,cp1252,"Well, I'll be!\nYou did the right thing, Rocket.\pYour bounty has now been\ncompletely wiped.\pIt touches me to see that I could\nhelp you become a free man again!",,à_traduire,
8d743d24a76f,scripts/celadon city/outside/policeman.rbc,481,@bribeTalk,cp1252,"What's that?\c\h08ó\nMy god! The idea!\pI am unwavering in my adherence to\nmy moral principles, I assure you!\p[.]\c\h08ó\n(Shh[.] not so loud, now.)",,à_traduire,
d29d56d5febf,scripts/celadon city/outside/policeman.rbc,484,@howMuch,cp1252,"(How much are we talking?)\n(The bounty is [blue_fr]at [$][buffer1],000[blue_fr].)",,à_traduire,
f62af1517d4a,scripts/celadon city/outside/policeman.rbc,488,@noMoneyTalk,cp1252,"Gah!\p(Come back when you actually have\nthe money, and we'll talk!)",,à_traduire,
a3f66316b37b,scripts/celadon city/outside/policeman.rbc,492,@postBribeTalk,cp1252,"Mmmm!\pWell, in times like these[.]\nwhat can you do..?\p(Your bounty has been lowered to\n[$][buffer1],000, all right?)\p(But remember, son-- I sure as\nheck didn't do it!)",,à_traduire,
7503985e7381,scripts/celadon city/outside/policeman.rbc,496,@postBribeTalk2,cp1252,"Mmmm!\pWell, in times like these[.]\nwhat can you do..?\p(The bounty on your head has now\nbeen completely wiped.)\p(But I know nothing about it,\nyou hear me?)",,à_traduire,
4207a6101082,scripts/celadon city/outside/policeman.rbc,500,@goodBye,cp1252,"No? Well, have it your way.\nGood day, Rocket.",,à_traduire,
c924604204a6,scripts/celadon city/outside/policeman.rbc,503,@missingnoTalk,cp1252,"What in Arceus's name is that\nPokémon..?!\pI don't know where you got that\nfrom, but I'll want nothing to do\lwith it!\pHand in a normal Pokémon, won't\nyou?!",,à_traduire,
218b84fc7d69,scripts/celadon city/outside/post-giovanni talk level script (with ronnie).rbc,39,@ronintro,utf-8,"Ronnie: Ah, [player]! Good\nriddance.",,à_traduire,
8324f3405cad,scripts/celadon city/outside/post-giovanni talk level script (with ronnie).rbc,42,@rontalk1,utf-8,"Guess who just got a brand new\nbadass mission from Petrel just\lnow? That's right, we're going to\lgo steal this crazy rare TM from\lthis old collector guy up in\lCerulean! It's going to be sick!",,à_traduire,
